"entrp_nm","load_addr","city_do_cd","city_gn_gu_cd","xpos_lo","ypos_la","area_nm","homepage_url","tel_no","reprsnt_menu_nm","menu_pc","base_ymd","id","naver_place_url","business_hours","naver_place_menu","naver_thumb_url"
베이크하임,서울 강동구 천호대로 1089 강동헤르셔상가 지하 1층,"11","11740",127.133322,37.536464,서울,"","02-471-7731",베이글양파크림치즈빵,"","2019-12-09",3000,https://m.place.naver.com/place/1823705167,"",,nosearch
몰빵,서울 강동구 천호대로 1097 강동역 지하 3층 3008호,"11","11740",127.133234,37.53522,서울,"","",크림치즈번,"1500원","2019-12-09",3001,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190814_223%2F1565782997971QRJMl_JPEG%2FLqQaosaIK7b_hDCLTpCYvBjS.jpg
오하이오커피,서울 강동구 천호대로 1178 오하이오커피,"11","11740",127.142327,37.533683,서울,"","02-483-8787",뺑오쇼콜라,"3500원","2019-12-09",3002,https://m.place.naver.com/place/1400833694,평일 11:30 - 22:30|주말 12:00 - 22:30,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201214_104%2F1607934105686sdWlm_JPEG%2FLgbcSWIiQEOV6X1IyFXvXgNX.jpeg.jpg
케익하우스이삭,서울 강동구 천호대로187길 61,"11","11740",127.142831,37.537101,서울,"","02-428-8554","","","2019-12-09",3003,https://m.place.naver.com/restaurant/1931494835,매일 06:00 - 20:00,,
빵꿉는이야기,서울 강동구 천호대로199길 15,"11","11740",127.147728,37.537245,서울,"","","","","2019-12-09",3004,"","",,
두리앙과자점,서울 강동구 천호대로221길 6,"11","11740",127.17294,37.547354,서울,"","02-429-4041",케이크1호,"9000원","2019-12-09",3005,https://m.place.naver.com/restaurant/13148139,매일 07:00 - 22:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_18%2F1440994112900nmLwI_JPEG%2F107056508738014_0.jpg
영국베이커리,서울 강동구 천호옛12길 57,"11","11740",127.127762,37.534864,서울,"","","","","2019-12-09",3006,https://m.place.naver.com/place/1335316799,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200415_155%2F1586907883044e81zL_JPEG%2FiXWyPBQerwVqMHGxyOcxB-vM.jpg
브랜뉴하이몬드,서울 강동구 천호옛14길 11 브랜뉴하이몬드 1  2층,"11","11740",127.126148,37.536438,서울,https://blog.naver.com/brandnewhimont,"02-478-2402",산딸기바게트,"4800원","2019-12-09",3007,https://m.place.naver.com/restaurant/19873491,매일 09:00 - 23:00 연중무휴|매일 09:00 - 22:00 코로나 2.5단계 시행 시 운영시간 변경,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190822_137%2F1566440777402zGTnx_JPEG%2F2Be8WFDonNXCiYqkS0s22v5s.jpg
호텔베이커리,서울 강동구 풍성로54길 56,"11","11740",127.132921,37.527153,서울,"","","","","2019-12-09",3008,https://m.place.naver.com/place/11715731,매일 07:00 - 22:00 ※정부의 사회적 거리두기 지침에 따라 영업 시간이 변동될 수 있습니다. : 저녁 이용 시간 ~ 21:00 까지,,
"4.19베이커리",서울 강북구 4.19로 20,"11","11305",127.011979,37.647861,서울,"","02-999-5500","","","2019-12-09",3009,"","",,
까미노빵집,서울 강북구 4.19로 61,"11","11305",127.007888,37.646142,서울,https://www.instagram.com/4.19_camino/,"02-902-0409",쌀식빵 보리빵,"3500원","2019-12-09",3010,https://m.place.naver.com/restaurant/33703685,매일 10:00 - 21:00|화요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_296%2F14410666671285Yh6b_JPEG%2FSUBMIT_1385569545282_33703685.jpg
더빵가게,서울 강북구 4.19로9길 4,"11","11305",127.009263,37.646721,서울,"","02-907-4193","","","2019-12-09",3011,https://m.place.naver.com/place/1441806099,매일 12:00 - 22:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171018_195%2F1508314376553FipFD_JPEG%2FuL8QxZ82p_NUO5hcPkCyDvNm.jpg
브레드칸,서울 강북구 노해로 87,"11","11305",127.022301,37.643595,서울,"","02-903-2219","","","2019-12-09",3012,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191026_260%2F1572065827547SYl6L_JPEG%2FZtpPOFT7t8txsT5VkhxpBwMN.jpg
장베이커리,서울 강북구 노해로17길 12,"11","11305",127.021795,37.640735,서울,"","02-999-2555",국산단팥빵,"500원","2019-12-09",3013,https://m.place.naver.com/place/34349911,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160601_137%2F1464767163673tqPP6_JPEG%2F176551567623423_0.jpeg
제이와이 베이커리,서울 강북구 노해로17길 21,"11","11305",127.02129,37.640352,서울,"","","","","2019-12-09",3014,https://m.place.naver.com/place/1494986801,"",,
밀보이베이커리,서울 강북구 노해로17길 37,"11","11305",127.020303,37.640443,서울,"","02-998-3533","","","2019-12-09",3015,https://m.place.naver.com/restaurant/13478877,"",,
데니시베이커리,서울 강북구 도봉로 183,"11","11305",127.026282,37.625112,서울,"","02-986-8526","","","2019-12-09",3016,https://m.place.naver.com/place/37089209,"생활의달인 541회, 16.09.12. 64겹데니시식빵|생활의달인 519회, 16.04.04. 식빵",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191001_91%2F1569933520596Y9cF4_JPEG%2F1fYbuECbvOY6-R4Bu-OJqqXf.jpg
프랑가스트,서울 강북구 도봉로 62 롯데백화점 미아점 지하 2층,"11","11305",127.030508,37.614587,서울,"","02-944-1974","","","2019-12-09",3017,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2F20160711_24%2Fjasminejini_1468241698116PURQH_JPEG%2FDSCN4837.
뉴트리코어,서울 강북구 도봉로 62 롯데백화점 미아점 지하2층,"11","11305",127.030508,37.614587,서울,"","","","","2019-12-09",3018,"","",,
빵굽는요셉,서울 강북구 도봉로71가길 11,"11","11305",127.022194,37.631854,서울,"","02-984-9589","","","2019-12-09",3019,https://m.place.naver.com/restaurant/1489736383,"",,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fpost.phinf.naver.net%2FMjAxOTA4MjdfMjAx%2FMDAxNTY2ODgyODIwMjI1.GOgJHLETwxaQb6eDQmbVDZFKSWEnl_zuIuQ6xHqS9PAg.YGN31Hv3bCLofXRSv5_U_t7w6MJiLfXZaoLE4NocdyMg.GIF%2FIV9pMrWoG1VPhDaXNfBAzEzP1g3c.jpg
해피데이,서울 강북구 도봉로96길 7,"11","11305",127.029375,37.640707,서울,"","02-995-8114","","","2019-12-09",3020,https://m.place.naver.com/place/1041536091,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191026_61%2F1572067777084QBizO_JPEG%2FluVDzAX58OG_EnHtQ0u7X24p.jpg
홈베이커리,서울 강북구 삼양로 242,"11","11305",127.018545,37.625075,서울,"","",단팥빵,"1000원","2019-12-09",3021,"","",,
모엘르과자점,서울 강북구 삼양로 247 롯데마트 삼양점 지하1층,"11","11305",127.017712,37.625519,서울,"","010-8579-7634",우유식빵,"2900원","2019-12-09",3022,https://m.place.naver.com/place/1681361480,"",,
행복한빵집,서울 강북구 삼양로 450,"11","11305",127.016444,37.643493,서울,"","","","","2019-12-09",3023,https://m.place.naver.com/place/20930215,"",,
히피스베이글,서울 강북구 삼양로 528,"11","11305",127.013649,37.650092,서울,https://smartstore.naver.com/hippiesbagel,"02-906-6778",히피베이글,"1800원","2019-12-09",3024,https://m.place.naver.com/restaurant/35051635,매일 10:00 - 20:00|주말 휴무|공휴일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_138%2F1566978155284ru5Av_JPEG%2FM2VJVU4-XKhE3XHW9olY0FuD.jpg
브레드칸,서울 강북구 삼양로123길 1,"11","11305",127.015475,37.644782,서울,"","02-993-6170","","","2019-12-09",3025,"","",,nosearch
빵굽는마을,서울 강북구 삼양로87길 35,"11","11305",127.01574,37.635873,서울,"","","","","2019-12-09",3026,https://m.place.naver.com/place/18903947,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200524_155%2F1590306020754oOkdj_JPEG%2FAr0IPGVIqlwuVLv14gzNaqU5.jpg
빅브레드,서울 강북구 삼양로97길 13-4,"11","11305",127.016696,37.639044,서울,https://www.mangoplate.com/restaurants/PTd1VafKY1yZ,"010-2164-5304",벨기에 오리지널 와플,"1600원","2019-12-09",3027,https://m.place.naver.com/place/1408323255,월요일 휴무 (준비하는 날)|화요일 09:00 - 18:00 오픈 (코로나 적용)|수요일 09:00 - 18:00 오픈 (코로나 적용)|목요일 09:00 - 18:00 오픈 (코로나 적용)|금요일 09:00 - 18:00 오픈 (코로나 적용)|토요일 휴무 (설연휴)|일요일 휴무 (설연휴),,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200728_88%2F1595912592659cFnfB_JPEG%2FdGehm_60nGhI6oMTAH1bO4Q2.jpg
이엔바이,서울 강북구 솔매로 112,"11","11305",127.024687,37.625766,서울,"","02-989-8001","","","2019-12-09",3028,https://m.place.naver.com/place/1162645472,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200329_227%2F15854817634001YsOI_JPEG%2FqRslWuQnXZIiHI3oDbMH9CWE.jpg
빵이요베이커리,서울 강북구 솔매로 114,"11","11305",127.024868,37.625812,서울,"","","","","2019-12-09",3029,https://m.place.naver.com/restaurant/1814208199,"",,
빵데이,서울 강북구 솔샘로 237,"11","11305",127.019121,37.620043,서울,"","02-945-4985","","","2019-12-09",3030,https://m.place.naver.com/place/1580291681,평일 09:00 - 19:00|토요일 10:30 - 19:00 일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_8%2F1548945031517bsuvt_JPEG%2FWOOGuqpqnGYvJN4dWCg2D_3J.jpeg.jpg
빵이좋은사람들,서울 강북구 솔샘로64길 47 빵이좋은사람들,"11","11305",127.02881,37.615384,서울,"","02-980-4555","","","2019-12-09",3031,https://m.place.naver.com/place/1629390685,"",,
브레드칸,서울 강북구 수유로 83,"11","11305",127.02277,37.636373,서울,"","02-964-8813","","","2019-12-09",3032,"","",,nosearch
빵이가득한집,서울 강북구 수유로12길 87,"11","11305",127.022306,37.631116,서울,"","","","","2019-12-09",3033,https://m.place.naver.com/place/1205448910,"",,
땡큐베이커리,서울 강북구 오패산로30길 30 경남아너스빌,"11","11305",127.035699,37.615188,서울,"","02-981-0040","","","2019-12-09",3034,https://m.place.naver.com/restaurant/941510499,매일 07:30 - 19:00|일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190120_2%2F1547919361513K2AnG_JPEG%2FsBX6TOS-p1s7kknCZWx90tkY.jpg
알리오빠네,서울 강북구 오패산로67길 43 1층,"11","11305",127.025714,37.635613,서울,https://www.instagram.com/_aglio_pane/,"010-2408-2325",갈릭크림치즈 소보로양파크림치즈,"3500원","2019-12-09",3035,https://m.place.naver.com/place/1392801818,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191120_274%2F1574221392040CvlBP_JPEG%2FY2zA3gZXVCzOJb8n8KxJlKsU.jpg
브레드영,서울 강북구 오현로31길 21,"11","11305",127.038764,37.62962,서울,"","02-2215-8473","","","2019-12-09",3036,https://m.place.naver.com/place/1499899178,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200609_221%2F1591706104013LIRKW_JPEG%2FE2MuRYQ-dL5OrCEdeAJQUOfZ.jpg
어니스크,서울 강북구 인수봉로68길 35,"11","11305",127.013335,37.641241,서울,https://www.siksinhot.com/P/870991,"02-907-3529",앙버터 밤식빵,"3500원","2019-12-09",3037,https://m.place.naver.com/place/1923146916,매일 07:00 - 22:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190125_171%2F1548386706731RE4Gc_JPEG%2FwPTXBjLFjmU8gTKlFd2WgOQJ.jpeg.jpg
빵과함께,서울 강북구 인수봉로77길 15,"11","11305",127.009883,37.644348,서울,"","02-900-8503",단팥빵,"500원","2019-12-09",3038,https://m.place.naver.com/place/63450961,매일 07:00 - 21:00 명절 연휴 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA1MzBfOTUg%2FMDAxNTkwODQ4NDcyNjgz.IFTqNFg53KulxbsUUuuCgZN_xQ_d9-Dvmf0pG7ql6gQg.1Z9tZVeWLiVcLF2ygBA9gh8et4lZkmIVDChyfRkl7CEg.JPEG.ozoo282%2F1590848471503.jpg
빵굽는재석이네,서울 강북구 한천로105길 24,"11","11305",127.045467,37.626422,서울,"","02-982-7303","","","2019-12-09",3039,https://m.place.naver.com/restaurant/17944435,매일 08:00 - 23:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200620_99%2F1592607471592MbPel_JPEG%2FoNoJLiWIDMWTk2AMM5bNTQcD.jpg
이경수베이커리,서울 강북구 한천로144길 47,"11","11305",127.026978,37.642922,서울,"","02-992-7460","","","2019-12-09",3040,https://m.place.naver.com/restaurant/17917703,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191023_93%2F1571806717838Kb7YN_JPEG%2FzhI6FD48zTO21wBWH4iOeeX3.jpg
빵장수단팥빵,서울 강서구 강서로 242 강서힐스테이트 상가동 1층,"11","11500",126.836756,37.547386,서울,"","02-2607-7904",통단팥빵,"2300원","2019-12-09",3041,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170418_260%2F1492491181784RVEtg_JPEG%2F186368538320973_0.jpeg
타미드브레드,서울 강서구 강서로 254 우장산아이파크 e편한세상 상가동 1층 119-1호,"11","26440",126.838078,37.549011,서울,"","070-4082-3233",오리지널 크로아상,"2500원","2019-12-09",3042,https://m.place.naver.com/restaurant/1661366539,"화요일 10:30 - 00:00 매주 일요일, 월요일 휴무|수요일 10:30 - 00:00 매주 일요일, 월요일 휴무|목요일 10:30 - 00:00 매주 일요일, 월요일 휴무|금요일 10:30 - 00:00 매주 일요일, 월요일 휴무|토요일 10:30 - 00:00 매주 일요일, 월요일 휴무",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210212_101%2F1613131084595dyxGB_PNG%2Fk8mI500SEPeoxoHV8EDbomi2.png
옛날빵집,서울 강서구 강서로 261,"11","26440",126.835869,37.549143,서울,"","02-2603-0788","","","2019-12-09",3043,https://m.place.naver.com/place/1418449183,매일 06:00 - 18:30,,
마고,서울 강서구 강서로 263-23 로얄빌리지,"11","26440",126.834882,37.549286,서울,"","02-2663-8588","1호케잌","10000원","2019-12-09",3044,https://m.place.naver.com/place/37213517,월요일 휴무|매일 11:00 - 19:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171017_209%2F1508228189861kINlm_JPEG%2FTc4IQFA904R8WgTcsSA-XmYj.jpg
달콤하우스,서울 강서구 강서로 429 오드카운티1차,"11","26440",126.839509,37.56401,서울,"","02-2668-0762",초코식빵,"5500원","2019-12-09",3045,https://m.place.naver.com/place/20805222,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181010_253%2F1539161794306HebuY_JPEG%2Ff0jNUhrRZaVfDT9N87C7LuU_.jpg
브레드더밀,서울 강서구 강서로 471 엠코지니어스타 A108호,"11","26440",126.840565,37.567453,서울,http://www.instagram.com/bread_the_mill,"070-4106-0088",허니고르곤졸라바게트,"4300원","2019-12-09",3046,https://m.place.naver.com/place/1301707354,평일 09:30 - 21:00|주말 09:00 - 21:00 명절 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171101_36%2F1509500277857onY0U_JPEG%2FnvnM4LgiRsqlZOfXtfVRNhlF.JPG.jpg
브랜드엔코,서울 강서구 강서로 지하 54,"11","26440",126.846613,37.531958,서울,"","","","","2019-12-09",3047,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2F20160408_253%2Fsijifs_1460083740071yLeRw_JPEG%2FIMG_20160407_190226.jpg
글로리아빵제과점,서울 강서구 강서로16길 32,"11","26440",126.848123,37.533081,서울,"","","","","2019-12-09",3048,https://m.place.naver.com/place/1820684252,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190408_265%2F1554698593948271ke_JPEG%2FFFGku1gMwz-bWFiJY8D6r7-t.jpg
씨엘블랑제리,서울 강서구 강서로17길 68 중앙빌딩,"11","26440",126.8421,37.532634,서울,"","02-2606-6305",마늘빵,"2800원","2019-12-09",3049,https://m.place.naver.com/restaurant/20961311,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200505_54%2F1588689199218tnzlN_JPEG%2FkuUQAweM287j1A2Oy4_Xi-n3.jpg
브레드모리,서울 강서구 강서로18길 26,"11","26440",126.847139,37.53381,서울,"","02-2065-0436",감자빵,"2800원","2019-12-09",3050,https://m.place.naver.com/place/1318176936,매일 07:00 - 23:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190623_184%2F1561299093527E3Bg8_JPEG%2FIRefVoBTdMeTMUV_kW4ZdFlx.jpg
백호빵지,서울 강서구 강서로18길 8-21,"11","26440",126.846815,37.532824,서울,"","02-2690-0002",고로케,"2500원","2019-12-09",3051,https://m.place.naver.com/restaurant/1240795030,"",,
오로지코리아,서울 강서구 강서로29길 14,"11","26440",126.840777,37.539856,서울,https://blog.naver.com/orojykorea,"02-2614-7389",오로지단팥빵,"1500원","2019-12-09",3052,https://m.place.naver.com/restaurant/36395909,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_39%2F1441068399167Ap0LQ_JPEG%2F166255535044192_0.jpeg
공병득쉐프,서울 강서구 강서로45길 10,"11","26440",126.83567,37.548114,서울,"","02-2602-6683",슈크림도넛,"1500원","2019-12-09",3053,https://m.place.naver.com/restaurant/33068080,매일 06:00 - 24:00 연중무휴,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_74%2F1547259686370Ywg7S_JPEG%2FuHiqjYonudAWItzqIp9RVKkC.jpg
시타시이베이커리,서울 강서구 강서로45길 49-4 태승훼미리아파트5차,"11","26440",126.832847,37.547725,서울,"","02-2693-9748","","","2019-12-09",3054,https://m.place.naver.com/restaurant/37085971,매일 09:30 - 21:00|일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171121_71%2F1511226011994atn5U_JPEG%2FLTu-YKau2edSwVuwrpFuxPgC.jpg
산토리니의아침,서울 강서구 강서로45길 49-5,"11","26440",126.833347,37.547586,서울,"","02-6111-9137",크렌베리 식빵,"5500원","2019-12-09",3055,https://m.place.naver.com/restaurant/36615427,매일 09:30 - 21:00|공휴일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_144%2F1441085713514pjDTP_JPEG%2F166378566361753_0.jpeg
이정재빵집,서울 강서구 강서로45나길 27 송화시장 28호,"11","26440",126.835471,37.549247,서울,"","","","","2019-12-09",3056,https://m.place.naver.com/restaurant/1245649615,"",,
타르데마,서울 강서구 강서로46길 9,"11","26440",126.836929,37.550865,서울,https://smartstore.naver.com/tardemah,"02-6397-1782",치토스식빵,"6500원","2019-12-09",3057,https://m.place.naver.com/restaurant/38486751,"평일 13:00 - 16:00 화~토, 빵 소진시까지|토요일 10:00 - 16:00 화~토, 빵 소진시까지|생방송오늘저녁 670회, 17.08.29. 식빵|생방송투데이 1907회, 17.07.03. 식빵",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160825_212%2F14721339141922Ke2v_JPEG%2F176775633531499_0.jpeg
르뺑블랑,서울 강서구 강서로47가길 33 덕산빌딩 1층 103호,"11","26440",126.835759,37.551124,서울,https://www.instagram.com/lepainblanc,"02-6439-0155",호시노 천연효모식빵,"","2019-12-09",3058,https://m.place.naver.com/restaurant/38403406,월요일 11:00 - 18:00 일요일휴무 명절2/11~14휴무|화요일 11:00 - 18:00 일요일휴무 명절2/11~14휴무|수요일 11:00 - 18:00 일요일휴무 명절2/11~14휴무|목요일 11:00 - 18:00 일요일휴무 명절2/11~14휴무|금요일 11:00 - 18:00 일요일휴무 명절2/11~14휴무|토요일 11:00 - 18:00 일요일휴무 명절2/11~14휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200611_244%2F1591879853775raqVo_JPEG%2FqxzKgppg1hPoTYfawUeCcgKJ.jpg
프랑제리,서울 강서구 강서로56길 17 NC백화점 강서점 1층,"11","26440",126.840511,37.559947,서울,"","02-2667-9902",프랑스대통령의바게트,"2500원","2019-12-09",3059,https://m.place.naver.com/restaurant/37323036,매일 10:30 - 10:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160804_150%2F1470285947543spiey_JPEG%2F176752568553199_0.jpeg
홈베이커리,서울 강서구 강서로5나길 109,"11","26440",126.842182,37.528049,서울,"","02-2699-9686","","","2019-12-09",3060,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDAyMDdfMjY1%2FMDAxNTgxMDM4NzI3MzUy.TENsS1LEHRp-ilunJrBu1ZRmHgLKgl_qAYnIxf2VhcUg.yvTEHGlWFrPe0MB-Da0ul-KDcHhOjcnQoLBkpU-z7Lsg.JPEG.dvdgim%2F1581038726224.jpg
빵굽는작은언덕,서울 강서구 곰달래로 104 기룡빌딩,"11","26440",126.84433,37.530313,서울,"","02-2695-8358","","","2019-12-09",3061,https://m.place.naver.com/restaurant/13150938,매일 06:30 - 01:30 명절 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_63%2F1440994945784paRdW_JPEG%2F106471446269142_0.jpg
오늘빵집,서울 강서구 곰달래로 231,"11","26440",126.85872,37.531931,서울,"","","","","2019-12-09",3062,https://m.place.naver.com/place/33084992,매일 11:00 - 20:00|주말 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191217_249%2F1576560396300Bn5Ke_JPEG%2FeHd1FW-Tuzw14NZ2gi3N4w42.jpg
주원베이커리,서울 강서구 곰달래로55길 20,"11","26440",126.860673,37.53295,서울,"","02-2647-6169","","","2019-12-09",3063,https://m.place.naver.com/place/1192649867,"",,
남부베이커리,서울 강서구 곰달래로57길 23-5,"11","26440",126.861528,37.533238,서울,"","","","","2019-12-09",3064,https://m.place.naver.com/place/11684226,"",,
뷰투베이커리,서울 강서구 공항대로 140,"11","26440",126.822889,37.559196,서울,http://www.instagram.com/beau_to12,"02-2663-1206",우유식빵,"4000원","2019-12-09",3065,https://m.place.naver.com/restaurant/552040453,"평일 09:00 - 21:00|토요일 09:00 - 21:00|생방송오늘저녁 1437회, 20.11.12. 맘모스빵/식빵|생방송투데이 2036회, 18.01.18. 건강빵",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191031_249%2F1572476217336IhR8S_JPEG%2FrPZZenZ4K6ewHCjWZ3DBmgcU.jpeg.jpg
블랙맘베이커리,서울 강서구 공항대로 247 퀸즈파크나인 1층 129호,"11","26440",126.835235,37.559318,서울,"","02-6421-9875",앙버터,"2500원","2019-12-09",3066,https://m.place.naver.com/restaurant/1655964063,"",,
마므레 크로와상,서울 강서구 공항대로 269-15 현대힐스테이트에코 1층,"11","26440",126.837234,37.559617,서울,http://www.instagram.com/mamre_croissant,"",레몬 크로와상,"4000원","2019-12-09",3067,https://m.place.naver.com/restaurant/1221613834,월요일 휴무|매일 10:30 - 21:00 소진시 조기마감|일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180621_119%2F1529566889829t6Jz8_JPEG%2FHV43UriFG9LkgZep5S0PNjYT.jpeg.jpg
빵집이야기,서울 강서구 공항대로 382,"11","26440",126.848391,37.555393,서울,"","02-2695-0104","","","2019-12-09",3068,https://m.place.naver.com/place/1929230170,"",,nosearch
통밀한빵,서울 강서구 공항대로 437,"11","26440",126.855923,37.555015,서울,"","02-2235-9200","","","2019-12-09",3069,https://m.place.naver.com/restaurant/13151066,매일 07:00 - 00:00 명절 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_21%2F1440995003520HDxia_JPEG%2F106552454063421_0.jpg
